관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,데이터기준일자,,
석전 근린공원,근린공원,경상남도 창원시 마산회원구 석전동 152-1,경상남도 창원시 마산회원구 석전동 152-1,35.229724,128.5693714,15240,,,,,,,,,,,,
팔룡 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 334번지 일원,경상남도 창원시 마산회원구 양덕동 334번지 일원,35.225837,128.590732,2029481,,,,,,,,,,,,
중앙 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 산 56-7번지 일원,경상남도 창원시 마산회원구 양덕동 산 56-7번지 일원,35.224239,128.576706,210462,,,,,,,,,,,,
상곡 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 상곡리 산 155번지 일원,경상남도 창원시 마산회원구 내서읍 상곡리 산 155번지 일원,35.239859,128.499936,1192100,,,,,,,,,,,,
중리 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 중리 산 44번지 일원,경상남도 창원시 마산회원구 내서읍 중리 산 44번지 일원,35.248542,128.505409,725100,,,,,,,,,,,,
삼계 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 삼계리 산 278-4번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 산 278-4번지 일원,35.225646,128.502764,383000,,,,,,,,,,,,
제15호 어린이공원,어린이공원,경상남도 창원시 마산회원구 소계천서길 59 일원,경상남도 창원시 마산회원구 구암동 1336-2번지 일원,35.257254,128.596756,1480,,,,,,,,,,,,
제16호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 267-1번지 일원,경상남도 창원시 마산회원구 구암동 267-1번지 일원,35.254862,128.596867,992,,,,,,,,,,,,
제17호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 279-1번지 일원,경상남도 창원시 마산회원구 구암동 279-1번지 일원,35.253549,128.593676,1111,,,,,,,,,,,,
제18호 어린이공원,어린이공원,"경상남도 창원시 마산회원구 구암동 1355-1, 2번지 일원","경상남도 창원시 마산회원구 구암동 1355-1, 2번지 일원",35.253612,128.599264,1320,,,,,,,,,,,,
제19호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 85-10,경상남도 창원시 마산회원구 구암동 85-10,35.249397,128.5981057,1329,,,,,,,,,,,,
제20호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 115-12번지 일원,경상남도 창원시 마산회원구 합성동 115-12번지 일원,35.243232,128.583342,992,,,,,,,,,,,,
제21호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 167-10번지 일원,경상남도 창원시 마산회원구 합성동 167-10번지 일원,35.241737,128.588608,1310,,,,,,,,,,,,
제22호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 88-1번지 일원,경상남도 창원시 마산회원구 합성동 88-1번지 일원,35.239993,128.580957,990,,,,,,,,,,,,
제24호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 235-1번지 일원,경상남도 창원시 마산회원구 석전동 235-1번지 일원,35.233016,128.577427,815,,,,,,,,,,,,
제25호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕로 186,경상남도 창원시 마산회원구 양덕동 70번지 일원,35.234146,128.580801,822,,,,,,,,,,,,
제26호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕북16길 49,경상남도 창원시 마산회원구 양덕동 94-13번지 일원,35.23498233,128.5844431,973,,,,,,,,,,,,
제27호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,35.235417,128.588431,596,,,,,,,,,,,,
제29호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,35.222829,128.596884,531,,,,,,,,,,,,
제30호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,35.220902,128.598146,463,,,,,,,,,,,,
제33호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동11길 2 일원,"경상남도 창원시 마산회원구 회원동 52-9, 10, 11번지 일원",35.218414,128.573891,833,,,,,,,,,,,,
제34호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,35.221479,128.572667,817,,,,,,,,,,,,
제35호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 284-1번지 일원,경상남도 창원시 마산회원구 석전동 284-1번지 일원,35.227371,128.568575,969,,,,,,,,,,,,
제36호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 272-21번지 일원,경상남도 창원시 마산회원구 석전동 272-21번지 일원,35.231033,128.566821,1500,,,,,,,,,,,,
제37호 어린이공원,어린이공원,경상남도 창원시 마산회원구 북성로 351,경상남도 창원시 마산회원구 회성동 449-7번지 일원,35.233561,128.559095,995,,,,,,,,,,,,
제38호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회성동 444-19번지 일원,경상남도 창원시 마산회원구 회성동 444-19번지 일원,35.233128,128.556994,973,,,,,,,,,,,,
제39호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원2동 628-1번지 일원,경상남도 창원시 마산회원구 회원2동 628-1번지 일원,35.221588,128.567142,1430,,,,,,,,,,,,
제40호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원2동 668-1번지 일원,경상남도 창원시 마산회원구 회원2동 668-1번지 일원,35.219591,128.563782,1424,,,,,,,,,,,,
제41호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 650번지 일원,경상남도 창원시 마산회원구 회원동 650번지 일원,35.215955,128.560104,1648,,,,,,,,,,,,
제43호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 101-5번지 일원,경상남도 창원시 마산회원구 봉암동 101-5번지 일원,35.213286,128.617332,4200,,,,,,,,,,,,
제44호 어린이공원,어린이공원,경상남도 창원시 마산회원구내서읍 중리상곡로 124 일원,경상남도 창원시 마산회원구 내서읍 중리 1037번지 일원,35.251046,128.511344,1752,,,,,,,,,,,,
제45호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1039번지 일원,경상남도 창원시 마산회원구 내서읍 중리 1039번지 일원,35.249821,128.509318,1635,,,,,,,,,,,,
제46호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1048-2번지 일원,경상남도 창원시 마산회원구 내서읍 중리 1048-2번지 일원,35.246936,128.507466,2140,,,,,,,,,,,,
제47호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1057번지 일원,경상남도 창원시 마산회원구 내서읍 중리 1057번지 일원,35.243249,128.504014,1580,,,,,,,,,,,,
제48호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 상곡리 191번지 일원,경상남도 창원시 마산회원구 내서읍 상곡리 191번지 일원,35.245907,128.498954,3311,,,,,,,,,,,,
제49호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 상곡리 190-19번지 일원,경상남도 창원시 마산회원구 내서읍 상곡리 190-19번지 일원,35.244626,128.500587,1583,,,,,,,,,,,,
제57호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 41번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 41번지 일원,35.227674,128.503604,4950,,,,,,,,,,,,
제58호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 12번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 12번지 일원,35.233546,128.501325,5289,,,,,,,,,,,,
제59호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 1번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 1번지 일원,35.238024,128.502868,5590,,,,,,,,,,,,
제61호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 504-5번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 504-5번지 일원,35.231138,128.495093,2417,,,,,,,,,,,,
제62호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 507-9번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 507-9번지 일원,35.227679,128.496479,1629,,,,,,,,,,,,
제63호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 508-2번지 일원,경상남도 창원시 마산회원구 내서읍 삼계리 508-2번지 일원,35.230029,128.498656,2163,,,,,,,,,,,,
제71호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 84-7번지 일원,경상남도 창원시 마산회원구 양덕동 84-7번지 일원,35.224652,128.582203,12432,,,,,,,,,,,,
제72호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 84-2번지 일원,경상남도 창원시 마산회원구 양덕동 84-2번지 일원,35.228863,128.582044,3839,,,,,,,,,,,,
제87호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 240-3번지 일원,경상남도 창원시 마산회원구 석전동 240-3번지 일원,35.233043,128.574783,1536,,,,,,,,,,,,
제11호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원북5길 42 일원,경상남도 창원시 마산회원구 회원동 390-22번지 일원,35.219794,128.567547,1500,,,,,,,,,,,,
제86호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성북23길 23-40,경상남도 창원시 마산회원구 합성동 60-2번지 일원,35.246446,128.589086,4986,,,,,,,,,,,,
10호 소공원,소공원,경상남도 창원시 마산회원구 석전남16길 58 일원,경상남도 창원시 마산회원구 석전동 137-53번지 일원,35.228787,128.569447,666,,,,,,,,,,,,
11호 소공원,소공원,경상남도 창원시 마산회원구 석전남18길 16 일원,경상남도 창원시 마산회원구 석전동 137-55번지 일원,35.228655,128.569385,2545,,,,,,,,,,,,
12호 소공원,소공원,경상남도 창원시 마산회원구 석전남20길 2 일원,경상남도 창원시 마산회원구 석전동 146-63번지 일원,35.226759,128.570231,1629,,,,,,,,,,,,
13호 소공원,소공원,경상남도 창원시 마산회원구 석전남8길 58 일원,경상남도 창원시 마산회원구 석전동 149-28번지 일원,35.226845,128.571761,254,,,,,,,,,,,,
15호 소공원,소공원,경상남도 창원시 마산회원구 회원남27길 19-1 일원,경상남도 창원시 마산회원구 회원동 597-8번지 일원,35.217408,128.564772,2845,,,,,,,,,,,,
16호 소공원,소공원,경상남도 창원시 마산회원구 회원남26길 12 일원,경상남도 창원시 마산회원구 회원동 566,35.218161,128.5651538,2767,,,,,,,,,,,,
17호 소공원,소공원,경상남도 창원시 마산회원구 회원남로 76 일원,경상남도 창원시 마산회원구 회원동 355-57번지 일원,35.218996,128.569519,2453,,,,,,,,,,,,
18호 소공원,소공원,경상남도 창원시 마산회원구 회원북16길 40-1,경상남도 창원시 마산회원구 회원동 214-19번지 일원,35.223143,128.570443,2000,,,,,,,,,,,,
19호 소공원,소공원,경상남도 창원시 마산회원구 구암서9길 33 일원,경상남도 창원시 마산회원구 구암동 167번지 일원,35.250202,128.595476,930,,,,,,,,,,,,
풍호공원,근린공원,경상남도 창원시 진해구 풍호동 51-6,경상남도 창원시 진해구 풍호동 51-6,35.136253,128.7131765,943200,,,,,,,,,,,,
제황산공원,근린공원,경상남도 창원시 진해구 중원동로 52,경상남도 창원시 진해구 제황산동 28-6일원,35.14882748,128.6631795,404130,,,,,,,,,,,,
남양공원,근린공원,경상남도 창원시 진해구 남영로 500,경상남도 창원시 진해구 남양동 203-1,35.11462096,128.7818533,11740,,,,,,,,,,,,
안골무궁화공원,근린공원,경상남도 창원시 진해구 안골동 372,경상남도 창원시 진해구 안골동 372,35.09840368,128.8029293,20010,,,,,,,,,,,,
청안공원(용원문화공원),근린공원,경상남도 창원시 진해구 청안동 1207-1,경상남도 창원시 진해구 청안동 1207-1,35.103699,128.807032,10002,,,,,,,,,,,,
석동2공원(그린빌공원),근린공원,경상남도 창원시 진해구 석동로 66,경상남도 창원시 진해구 석동 657,35.15520749,128.7065752,10046,,,,,,,,,,,,
용재공원,근린공원,경상남도 창원시 진해구 용재로 66,경상남도 창원시 진해구 용원동 1226,35.1000094,128.8171577,14792,,,,,,,,,,,,
석동근린공원,근린공원,경상남도 창원시 진해구 동진로61번길 31,경상남도 창원시 진해구 석동 182,35.15300069,128.7051421,13411,,,,,,,,,,,,
청안2공원,근린공원,"경상남도 창원시 진해구 청안동 478, 480","경상남도 창원시 진해구 청안동 478, 480",35.10311242,128.802864,68958,,,,,,,,,,,,
제1근린공원,근린공원,경상남도 창원시 진해구 남문동 1257,경상남도 창원시 진해구 남문동 1257,35.10473489,128.7503006,14196,,,,,,,,,,,,
제2근린공원,근린공원,경상남도 창원시 진해구 남문동 1289,경상남도 창원시 진해구 남문동 1289,35.10469379,128.7544855,18115,,,,,,,,,,,,
제3근린공원,근린공원,경상남도 창원시 진해구 남문동 1297,경상남도 창원시 진해구 남문동 1297,35.10301115,128.7624012,12497,,,,,,,,,,,,
흰돌메공원,근린공원,경상남도 창원시 진해구 남문동 산4-2,경상남도 창원시 진해구 남문동 산4-2,35.10081023,128.7709843,32000,,,,,,,,,,,,
장복산공원,근린공원,경상남도 창원시 진해구 장복산길 47,경상남도 창원시 진해구 태백동 산52-103,35.17214852,128.6587193,640450,,,,,,,,,,,,
체육공원1,체육공원,경상남도 창원시 진해구 이동 666,경상남도 창원시 진해구 이동 666,35.147579,128.694249,15156,,,,,,,,,,,,
장천체육공원,체육공원,경상남도 창원시 진해구 장천동 1-300,경상남도 창원시 진해구 장천동 1-300,35.127251,128.71995,49000,,,,,,,,,,,,
웅천묘지공원,묘지공원,경상남도 창원시 진해구 서중동 산51-1 일원,경상남도 창원시 진해구 서중동 산51-1 일원,35.107534,128.728329,756670,,,,,,,,,,,,
소공원,소공원,경상남도 창원시 진해구 남양동 407 일원,경상남도 창원시 진해구 남양동 407 일원,35.116394,128.779917,4612,,,,,,,,,,,,
소공원,소공원,경상남도 창원시 진해구 죽곡동 300 일원,경상남도 창원시 진해구 죽곡동 300 일원,35.112542,128.725096,2884,,,,,,,,,,,,
석동1공원,소공원,경상남도 창원시 진해구 진해대로 723,경상남도 창원시 진해구 석동 551-2,35.160045,128.694604,747,,,,,,,,,,,,
소공원,소공원,경상남도 창원시 진해구 대야로 21,경상남도 창원시 진해구 여좌동 854-8 일원,35.15369057,128.6691652,6510,,,,,,,,,,,,
STX소공원,소공원,경상남도 창원시 진해구 죽곡동 238,경상남도 창원시 진해구 죽곡동 238,35.112277,128.725073,2295,,,,,,,,,,,,
에너지과학공원,문화공원,경상남도 창원시 진해구 천자로 160,경상남도 창원시 진해구 덕산동 산2,35.14129989,128.6883002,111980,,,,,,,,,,,,
이동1공원,어린이공원,경상남도 창원시 진해구 충장로442번길 22-10,경상남도 창원시 진해구 이동 614-5,35.15013512,128.6953003,1796,,,,,,,,,,,,
이동2공원,어린이공원,경상남도 창원시 진해구 이동 622-9,경상남도 창원시 진해구 이동 622-9,35.14983,128.692327,1746,,,,,,,,,,,,
풍호2공원,어린이공원,경상남도 창원시 진해구 풍호동 802,경상남도 창원시 진해구 풍호동 802,35.136968,128.707537,1500,,,,,,,,,,,,
풍호3공원,어린이공원,경상남도 창원시 진해구 풍호동 76-2,경상남도 창원시 진해구 풍호동 76-2,35.136315,128.7120063,1646,,,,,,,,,,,,
석동공원,어린이공원,경상남도 창원시 진해구 석동 90-4,경상남도 창원시 진해구 석동 90-4,35.151136,128.703952,1950,,,,,,,,,,,,
자은1공원,어린이공원,경상남도 창원시 진해구 석동 216,경상남도 창원시 진해구 석동 216,35.155969,128.7017609,1684,,,,,,,,,,,,
자은2공원,어린이공원,경상남도 창원시 진해구 석동 86,경상남도 창원시 진해구 석동 86,35.15304033,128.700787,1613,,,,,,,,,,,,
자은3공원,어린이공원,경상남도 창원시 진해구 자은동 977-2,경상남도 창원시 진해구 자은동 977-2,35.153366,128.709296,2226,,,,,,,,,,,,
자은4공원,어린이공원,경상남도 창원시 진해구 자은동 903-2,경상남도 창원시 진해구 자은동 903-2,35.149702,128.705874,1530,,,,,,,,,,,,
제1어린이공원,어린이공원,경상남도 창원시 진해구 안골동 359-1,경상남도 창원시 진해구 안골동 359-1,35.099779,128.804799,1859,,,,,,,,,,,,
제2어린이공원,어린이공원,경상남도 창원시 진해구 용원동 1174-7,경상남도 창원시 진해구 용원동 1174-7,35.10412037,128.8154804,1589,,,,,,,,,,,,
제3어린이공원,어린이공원,경상남도 창원시 진해구 용원동 1260-8,경상남도 창원시 진해구 용원동 1260-8,35.098046,128.815579,1557,,,,,,,,,,,,
제4어린이공원,어린이공원,경상남도 창원시 진해구 용원동 1235-6,경상남도 창원시 진해구 용원동 1235-6,35.0991545,128.819844,1618,,,,,,,,,,,,
경화제2공원,어린이공원,경상남도 창원시 진해구 경화동 1285-1,경상남도 창원시 진해구 경화동 1285-1,35.161854,128.682781,1778,,,,,,,,,,,,
석동2지구제1공원,어린이공원,경상남도 창원시 진해구 석동 647-1,경상남도 창원시 진해구 석동 647-1,35.157146,128.704676,1500,,,,,,,,,,,,
석동2지구제2공원,어린이공원,경상남도 창원시 진해구 냉천로129번길 17,경상남도 창원시 진해구 석동 661,35.155655,128.70976,1650,,,,,,,,,,,,
자은3지구공원,어린이공원,경상남도 창원시 진해구 자은동 760-2,경상남도 창원시 진해구 자은동 760-2,35.142735,128.708553,1512,,,,,,,,,,,,
장천1공원,어린이공원,경상남도 창원시 진해구 장천동 119-33,경상남도 창원시 진해구 장천동 119-33,35.127177,128.707657,2423,,,,,,,,,,,,
석동2공원,어린이공원,경상남도 창원시 진해구 석동 671,경상남도 창원시 진해구 석동 671,35.15828928,128.695475,2900,,,,,,,,,,,,
자은5공원,어린이공원,경상남도 창원시 진해구 석동 113-3,경상남도 창원시 진해구 석동 113-3,35.150681,128.70577,1503,,,,,,,,,,,,
제덕제1공원,어린이공원,경상남도 창원시 진해구 제덕동 866-3,경상남도 창원시 진해구 제덕동 866-3,35.101914,128.74214,1873,,,,,,,,,,,,
제덕제2공원,어린이공원,경상남도 창원시 진해구 제덕동 875-7,경상남도 창원시 진해구 제덕동 875-7,35.10065,128.743698,1904,,,,,,,,,,,,
자은공원,어린이공원,경상남도 창원시 진해구 자은동 834-7,경상남도 창원시 진해구 자은동 834-7,35.147241,128.710183,1533,,,,,,,,,,,,
남양공원,어린이공원,경상남도 창원시 진해구 남양동 378-2,경상남도 창원시 진해구 남양동 378-2,35.12229292,128.7848394,4906,,,,,,,,,,,,
제1어린이공원,어린이공원,경상남도 창원시 진해구 남문동 1083,경상남도 창원시 진해구 남문동 1083,35.109724,128.747389,1501,,,,,,,,,,,,
제2어린이공원,어린이공원,경상남도 창원시 진해구 남문동 881-12,경상남도 창원시 진해구 남문동 881-12,35.107084,128.751182,4488,,,,,,,,,,,,
제3어린이공원,어린이공원,경상남도 창원시 진해구 남문동 831,경상남도 창원시 진해구 남문동 831,35.109869,128.753777,2674,,,,,,,,,,,,
제4어린이공원,어린이공원,경상남도 창원시 진해구 남문동 758-13,경상남도 창원시 진해구 남문동 758-13,35.107277,128.754927,1741,,,,,,,,,,,,
초록오름공원1(근린공원26),근린공원,경상남도 창원시 진해구 용원동 1336-7,경상남도 창원시 진해구 용원동 1336-7,35.089326,128.80618,12189,,,,,,,,,,,,
초록오름공원2(근린공원15),근린공원,경상남도 창원시 진해구 용원동 1336-9,경상남도 창원시 진해구 용원동 1336-9,35.08942323,128.8094691,13326,,,,,,,,,,,,
풀잎나루공원(근린공원16),근린공원,경상남도 창원시 진해구 용원동 1347-3,경상남도 창원시 진해구 용원동 1347-3,35.09200602,128.8214848,11623,,,,,,,,,,,,
모람공원(근린공원17),근린공원,경상남도 창원시 진해구 용원동 1353-5,경상남도 창원시 진해구 용원동 1353-5,35.08733447,128.8226433,22950,,,,,,,,,,,,
망개공원(어린이공원30),어린이공원,경상남도 창원시 진해구 용원동 1336-2,경상남도 창원시 진해구 용원동 1336-2,35.08909293,128.8007678,6542,,,,,,,,,,,,
이슬공원(어린이공원31),어린이공원,경상남도 창원시 진해구 용원동 1337-4,경상남도 창원시 진해구 용원동 1337-4,35.086878,128.805186,5625,,,,,,,,,,,,
물방울공원(어린이공원32),어린이공원,경상남도 창원시 진해구 용원동 1338-4,경상남도 창원시 진해구 용원동 1338-4,35.08693,128.810147,5125,,,,,,,,,,,,
가람공원(어린이공원33),어린이공원,경상남도 창원시 진해구 용원동 1339-4,경상남도 창원시 진해구 용원동 1339-4,35.087521,128.813516,3025,,,,,,,,,,,,
잎새길공원(어린이공원34),어린이공원,경상남도 창원시 진해구 용원동 1341-3,경상남도 창원시 진해구 용원동 1341-3,35.090397,128.815032,4795,,,,,,,,,,,,
용지,근린공원,"경상남도 창원시 의창구 용지, 신월동","경상남도 창원시 의창구 용지, 신월동",35.230562,128.684638,325000,,,,,,,,,,,,
토월,근린공원,"경상남도 창원시 의창구 토월동, 용동","경상남도 창원시 의창구 토월동, 용동",35.234708,128.69521,591693,,,,,,,,,,,,
남산,근린공원,경상남도 창원시 의창구 서상동134-1,경상남도 창원시 의창구 서상동134-1,35.25767433,128.6191967,171000,,,,,,,,,,,,
평산,근린공원,경상남도 창원시 의창구 팔용동 72-1,경상남도 창원시 의창구 팔용동 72-1,35.25146305,128.6150604,10778,,,,,,,,,,,,
가술공원,근린공원,경상남도 창원시 의창구 대산면 가술리 699-1,경상남도 창원시 의창구 대산면 가술리 699-1,35.33341741,128.6986467,14220,,,,,,,,,,,,
감계3호,근린공원,경상남도 창원시 의창구 북면 감계리 237-1,경상남도 창원시 의창구 북면 감계리 237-1,35.30072,128.5940869,13147,,,,,,,,,,,,
감계4호,근린공원,경상남도 창원시 의창구 북면 감계리 738-1,경상남도 창원시 의창구 북면 감계리 738-1,35.30305444,128.5866066,19480,,,,,,,,,,,,
무동1호,근린공원,경상남도 창원시 의창구 북면 무동리 220-1,경상남도 창원시 의창구 북면 무동리 220-1,35.316867,128.586437,10352,,,,,,,,,,,,
제198호,소공원,경상남도 창원시 의창구 명서동 26,경상남도 창원시 의창구 명서동 26,35.25308213,128.6430217,8693,,,,,,,,,,,,
반계,소공원,경상남도 창원시 의창구 팔룡동 214-1,경상남도 창원시 의창구 팔룡동 214-1,35.254689,128.605252,1591,,,,,,,,,,,,
감계1호,소공원,경상남도 창원시 의창구 북면 감계리 278-1,경상남도 창원시 의창구 북면 감계리 278-1,35.297211,128.5934915,1448,,,,,,,,,,,,
일동지구 제2호,소공원,경상남도 창원시 의창구 대산면 일동리 921,경상남도 창원시 의창구 대산면 일동리 921,35.36730446,128.6938468,400,,,,,,,,,,,,
도계,체육공원,경상남도 창원시 의창구 도계동 378-4,경상남도 창원시 의창구 도계동 378-4,35.25835179,128.6411926,37703,,,,,,,,,,,,
소계,체육공원,경상남도 창원시 의창구 소계동 778,경상남도 창원시 의창구 소계동 778,35.26044665,128.5951646,36747,,,,,,,,,,,,
사림천,어린이공원,경상남도 창원시 의창구 사림동 72-1,경상남도 창원시 의창구 사림동 72-1,35.24428613,128.683085,1253,,,,,,,,,,,,
사림,어린이공원,"경상남도 창원시 의창구 사림동 155, 156","경상남도 창원시 의창구 사림동 155, 156",35.248624,128.686075,1800,,,,,,,,,,,,
두럭,어린이공원,경상남도 창원시 의창구 소답동 123-13,경상남도 창원시 의창구 소답동 123-13,35.266327,128.6263915,1602,,,,,,,,,,,,
고향의봄,어린이공원,경상남도 창원시 의창구 소답동 128-5,경상남도 창원시 의창구 소답동 128-5,35.267271,128.627787,1597,,,,,,,,,,,,
소답,어린이공원,경상남도 창원시 의창구 소답동 114-4,경상남도 창원시 의창구 소답동 114-4,35.261861,128.626218,1602,,,,,,,,,,,,
두리,어린이공원,경상남도 창원시 의창구 소답동 153-3,경상남도 창원시 의창구 소답동 153-3,35.26286912,128.630172,1601,,,,,,,,,,,,
목련,어린이공원,경상남도 창원시 의창구 도계동 305-4,경상남도 창원시 의창구 도계동 305-4,35.26064852,128.633599,1592,,,,,,,,,,,,
백옥,어린이공원,경상남도 창원시 의창구 도계동 309-1,경상남도 창원시 의창구 도계동 309-1,35.261976,128.6359062,1602,,,,,,,,,,,,
진달래,어린이공원,경상남도 창원시 의창구 도계동 321-1,경상남도 창원시 의창구 도계동 321-1,35.262845,128.639413,1592,,,,,,,,,,,,
개나리,어린이공원,경상남도 창원시 의창구 도계동 358-1,경상남도 창원시 의창구 도계동 358-1,35.26046104,128.6398475,1710,,,,,,,,,,,,
국화,어린이공원,경상남도 창원시 의창구 도계동 341-3,경상남도 창원시 의창구 도계동 341-3,35.259182,128.636181,1599,,,,,,,,,,,,
장미,어린이공원,경상남도 창원시 의창구 도계동 398-1,경상남도 창원시 의창구 도계동 398-1,35.25773,128.6380883,1619,,,,,,,,,,,,
매화,어린이공원,경상남도 창원시 의창구 도계동 413-4,경상남도 창원시 의창구 도계동 413-4,35.257096,128.640634,1600,,,,,,,,,,,,
한우리,어린이공원,경상남도 창원시 의창구 도계동 419-3,경상남도 창원시 의창구 도계동 419-3,35.25548512,128.639982,1594,,,,,,,,,,,,
풀잎,어린이공원,경상남도 창원시 의창구 도계동 406-3,경상남도 창원시 의창구 도계동 406-3,35.255373,128.637513,1597,,,,,,,,,,,,
믿음,어린이공원,경상남도 창원시 의창구 명서동 9-2,경상남도 창원시 의창구 명서동 9-2,35.250075,128.639188,1777,,,,,,,,,,,,
기쁨,어린이공원,경상남도 창원시 의창구 명서동 87-1,경상남도 창원시 의창구 명서동 87-1,35.246684,128.640988,1500,,,,,,,,,,,,
새싹,어린이공원,경상남도 창원시 의창구 명서동 114-1,경상남도 창원시 의창구 명서동 114-1,35.24227179,128.643182,1500,,,,,,,,,,,,
띠앗,어린이공원,경상남도 창원시 의창구 소답동 131-12,경상남도 창원시 의창구 소답동 131-12,35.26579376,128.6274346,1517,,,,,,,,,,,,
정다운,어린이공원,경상남도 창원시 의창구 명서동 153-22,경상남도 창원시 의창구 명서동 153-22,35.24897732,128.650552,1501,,,,,,,,,,,,
석류,어린이공원,경상남도 창원시 의창구 봉곡동 47,경상남도 창원시 의창구 봉곡동 47,35.24487934,128.6546709,1254,,,,,,,,,,,,
단풍,어린이공원,경상남도 창원시 의창구 봉곡동 96-2,경상남도 창원시 의창구 봉곡동 96-2,35.24834852,128.6647475,1421,,,,,,,,,,,,
봉곡중앙,어린이공원,경상남도 창원시 의창구 봉곡동 106,경상남도 창원시 의창구 봉곡동 106,35.247886,128.6664571,8858,,,,,,,,,,,,
향나무,어린이공원,경상남도 창원시 의창구 봉곡동 124-10,경상남도 창원시 의창구 봉곡동 124-10,35.24730734,128.668173,2085,,,,,,,,,,,,
달빛,어린이공원,경상남도 창원시 의창구 신월동 18,경상남도 창원시 의창구 신월동 18,35.227874,128.695861,3566,,,,,,,,,,,,
만남,어린이공원,경상남도 창원시 의창구 명서동 187-7,경상남도 창원시 의창구 명서동 187-7,35.242676,128.647451,1017,,,,,,,,,,,,
늘푸른,어린이공원,"경상남도 창원시 의창구 대원동 99-1,99-2","경상남도 창원시 의창구 대원동 99-1,99-2",35.23307073,128.6523524,2995,,,,,,,,,,,,
용호,어린이공원,경상남도 창원시 의창구 용호동 35,경상남도 창원시 의창구 용호동 35,35.23958139,128.683798,3724,,,,,,,,,,,,
공룡,어린이공원,경상남도 창원시 의창구 사림동 117-1,경상남도 창원시 의창구 사림동 117-1,35.24708331,128.680996,1041,,,,,,,,,,,,
소나무,어린이공원,경상남도 창원시 의창구 사림동 50,경상남도 창원시 의창구 사림동 50,35.24267475,128.687487,1038,,,,,,,,,,,,
퇴촌천,어린이공원,경상남도 창원시 의창구 사림동 26,경상남도 창원시 의창구 사림동 26,35.241064,128.6875202,1643,,,,,,,,,,,,
