관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,데이터기준일자,,
창원 관해정,유형문화유적,,경상남도 창원시 마산합포구 교방동 237,35.211257,128.5616989,1983-01-08,,,,,,,,,,,,
창원 몽고정,유형문화유적,,경상남도 창원시 마산합포구 자산동 118,35.203227,128.568596,1983-12-20,,,,,,,,,,,,
창원 덕천리유적,유형문화유적,,경상남도 창원시 의창구 동읍 덕천리 100,35.2794981,128.6773078,1993-12-29,,,,,,,,,,,,
창원 주남돌다리,유형문화유적,,경상남도 창원시 의창구 대산면 가술리 590,35.316844,128.682328,1996-03-11,,,,,,,,,,,,
창원 불곡사 석조비로자나불좌상,유형문화유적,,경상남도 창원시 성산구 대방동 1036-1,35.21589327,128.7016248,1966-02-28,,,,,,,,,,,,
중완구,유형문화유적,,경상남도 창원시 진해구 앵곡동 1,35.140116,128.661174,1986-03-14,,,,,,,,,,,,
안중근의사 유묵-청초당,유형문화유적,,경상남도 창원시 진해구 앵곡동 1,35.140116,128.661174,1972-08-16,,,,,,,,,,,,
안중근의사 유묵-임적진위장의무,유형문화유적,,경상남도 창원시 진해구 앵곡동 1,35.140116,128.661174,2007-10-24,,,,,,,,,,,,
유한지 예서 기원첩,유형문화유적,,경상남도 창원시 마산합포구 월영동 449,35.184318,128.5550972,2010-10-24,,,,,,,,,,,,
창원 성주사 목조석가여래삼불좌상,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,2011-12-23,,,,,,,,,,,,
창원 성주사 감로왕도,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,2011-12-23,,,,,,,,,,,,
몽산화상육도보설,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,2011-12-23,,,,,,,,,,,,
창원 성산패총,유형문화유적,,경상남도 창원시 성산구 외동 853-7,35.20793223,128.6792735,1974-11-02,,,,,,,,,,,,
창원 성주사 동종,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,1998-11-13,,,,,,,,,,,,
창원 안골왜성,유형문화유적,,경상남도 창원시 진해구 안골동 산 32,35.092368,128.803221,1998-11-13,,,,,,,,,,,,
창원 성요셉 성당,유형문화유적,,경상남도 창원시 마산합포구 완월동 206-1,35.197959,128.559887,2000-01-31,,,,,,,,,,,,
창원 법성사 신중탱,유형문화유적,,경상남도 창원시 마산회원구 회원동 139-17,35.220977,128.5767818,2008-05-22,,,,,,,,,,,,
창원 봉림사 석조여래좌상,유형문화유적,,경상남도 창원시 의창구 봉림동 산139-9,35.25139456,128.6747115,2008-08-22,,,,,,,,,,,,
창원 삼효각,유형문화유적,,경상남도 창원시 마산합포구 구산면 내포리 16-1,35.101465,128.5853992,2010-12-09,,,,,,,,,,,,
창원 길상사 선원제전집도서,유형문화유적,,경상남도 창원시 의창구 용동 134,35.243329,128.703672,2014-01-23,,,,,,,,,,,,
창원 길상사 법집별행록절요병입사기,유형문화유적,,경상남도 창원시 의창구 용동 134,35.243329,128.703672,2014-01-23,,,,,,,,,,,,
창원 천지사 석조여래좌상,유형문화유적,,경상남도 창원시 의창구 팔용동 194-14,35.260871,128.614974,2007-06-28,,,,,,,,,,,,
창원 천지사 독성탱,유형문화유적,,경상남도 창원시 의창구 팔용동 194-14,35.260871,128.614974,2008-01-10,,,,,,,,,,,,
창원 대광사 묘법연화경,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 조상경,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 진해우체국,유형문화유적,,경상남도 창원시 진해구 통신동 1,35.149081,128.6602876,1981-09-25,,,,,,,,,,,,
창원 다호리고분군,유형문화유적,,경상남도 창원시 의창구 동읍 다호리 237-3,35.298518,128.671483,1988-09-03,,,,,,,,,,,,
창원 진동리 유적,유형문화유적,,경상남도 창원시 마산합포구 진동면 진동리 130-1,35.116861,128.492529,2006-08-29,,,,,,,,,,,,
진해역사,유형문화유적,,경상남도 창원시 진해구 여좌동 761,35.15305965,128.6653458,2005-09-14,,,,,,,,,,,,
구 진해해군통제부 병원장 사택,유형문화유적,,경상남도 창원시 진해구 근화동 16-1,35.146559,128.661469,2005-09-14,,,,,,,,,,,,
구 진해요항부 사령부,유형문화유적,,경상남도 창원시 진해구 현동 23-1,35.154722,128.641659,2005-09-14,,,,,,,,,,,,
구 진해방비대 사령부,유형문화유적,,경상남도 창원시 진해구 현동 72-4,35.150515,128.630585,2005-09-14,,,,,,,,,,,,
구 진해방비대 사령부 별관,유형문화유적,,경상남도 창원시 진해구 현동 72-4,35.150515,128.630585,2005-09-14,,,,,,,,,,,,
구 진해요항부 병원,유형문화유적,,경상남도 창원시 진해구 현동 23,35.154007,128.638825,2005-09-14,,,,,,,,,,,,
구 마산헌병 분견대,유형문화유적,,경상남도 창원시 마산합포구 월남동3가 11,35.184361,128.5605342,2005-09-14,,,,,,,,,,,,
마산 봉암수원지,유형문화유적,,경상남도 창원시 마산회원구 봉암동 산 88,35.222589,128.603562,2005-09-14,,,,,,,,,,,,
백두산함 돛대,유형문화유적,,경상남도 창원시 진해구 앵곡동 1,35.140116,128.661174,2010-06-25,,,,,,,,,,,,
창원 성주사 삼층석탑,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,1972-02-12,,,,,,,,,,,,
창원 봉림사지 삼층석탑,유형문화유적,,경상남도 창원시 의창구 봉곡동 18,35.246904,128.653281,1972-02-12,,,,,,,,,,,,
창원 용화전 석조여래좌상,유형문화유적,,경상남도 창원시 성산구 외동 853-7,35.20793223,128.6792735,1972-02-12,,,,,,,,,,,,
창원 의림사 삼층석탑,유형문화유적,,경상남도 창원시 마산합포구 진북면 인곡리 439,35.13858225,128.4403286,1974-02-06,,,,,,,,,,,,
창원 대광사 주화엄법계관문,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 경덕전등록,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 수능엄경,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 십지경론,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 대불정다라니,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 치문경훈,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 대광사 대방광불화엄경소초,유형문화유적,,경상남도 창원시 진해구 태백동 산84-14,35.17101521,128.6582924,2015-10-29,,,,,,,,,,,,
창원 김가행 묘역,유형문화유적,,경상남도 창원시 의창구 북면 무동리 산56,35.319332,128.573644,2016-01-21,,,,,,,,,,,,
창원 신불사 대혜보각선사서,유형문화유적,,경상남도 창원시 마산회원구 내서읍 안성리 552,35.26402631,128.555063,2016-02-04,,,,,,,,,,,,
창원 신불사 묘법연화경,유형문화유적,,경상남도 창원시 마산회원구 내서읍 안성리 552,35.26402631,128.555063,2016-02-04,,,,,,,,,,,,
창원향교 전적류,유형문화유적,,경상남도 창원시 의창구 소답동 433-2,35.26728394,128.6229391,2017-04-13,,,,,,,,,,,,
창원 신방리 음나무군,유형문화유적,,경상남도 창원시 의창구 동읍 신방리 652,35.291179,128.678753,1964-01-31,,,,,,,,,,,,
가곡(조순자),무형문화유적,,경상남도 창원시 마산회원구 회원동 631-6,35.222348,128.566285,2001-11-30,,,,,,,,,,,,
창원 삼정자동 마애여래좌상,유형문화유적,경상남도 창원시 성산구 삼정자로 79,경상남도 창원시 성산구 성주동 153,35.19939906,128.7150739,1979-05-02,,,,,,,,,,,,
창원 불곡사 일주문,유형문화유적,,경상남도 창원시 성산구 대방동 1036-1,35.21589327,128.7016248,1974-12-28,,,,,,,,,,,,
창원 성주사 대웅전,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,1974-12-28,,,,,,,,,,,,
창원향교 대성전,유형문화유적,,경상남도 창원시 의창구 소답동 433-2,35.26728394,128.6229391,1974-12-28,,,,,,,,,,,,
진해현 호적,유형문화유적,,경상남도 창원시 마산회원구 양덕동 826-54,35.23598465,128.5871824,1976-04-15,,,,,,,,,,,,
창원 성흥사 대웅전,유형문화유적,,경상남도 창원시 진해구 대장동 180,35.14746203,128.7793794,1976-12-20,,,,,,,,,,,,
창원 합포성지,유형문화유적,,경상남도 창원시 마산회원구 합성동 73-4,35.243864,128.583417,1976-12-20,,,,,,,,,,,,
창원 진해현 관아 및 객사 유지,유형문화유적,,경상남도 창원시 마산합포구 진동면 진동리 477,35.114924,128.488556,1985-01-14,,,,,,,,,,,,
창원 이승만 전대통령 별장 및 정자,유형문화유적,,경상남도 창원시 진해구 현동 72,35.148157,128.625836,1990-01-16,,,,,,,,,,,,
창원 성주사 관음보살입상,유형문화유적,,경상남도 창원시 성산구 천선동 102,35.176138,128.7171417,1997-01-30,,,,,,,,,,,,
창원 봉림사 불교 전적(8점),유형문화유적,,경상남도 창원시 의창구 봉림동 246-1,35.25139456,128.6747115,2005-07-21,,,,,,,,,,,,
창원 정암사 아미타후불탱 및 초본,유형문화유적,,경상남도 창원시 진해구 경화동 920,35.15751882,128.6898205,2005-10-13,,,,,,,,,,,,
창원 정암사 신중탱 및 초본,유형문화유적,,경상남도 창원시 진해구 경화동 920,35.15751882,128.6898205,2005-10-13,,,,,,,,,,,,
창원 광산사 목조보살좌상,유형문화유적,,경상남도 창원시 마산회원구 내서읍 신감리 474,35.18967814,128.490854,2006-04-06,,,,,,,,,,,,
아랫녘수륙재,무형문화유적,,경상남도 창원시 마산합포구 교방동 489,35.208936,128.551954,2014-03-18,,,,,,,,,,,,
문창제 놀이,무형문화유적,,경상남도 창원시 의창구 용호동 24-1,35.23936701,128.6849612,1980-12-26,,,,,,,,,,,,
마산 농청놀이,무형문화유적,,경상남도 창원시 마산합포구 중앙동1가 1-2,35.19104718,128.5637799,1983-08-06,,,,,,,,,,,,
매듭장(배순화),무형문화유적,,경상남도 창원시 마산회원구 석전동 146-14,35.226792,128.570997,2007-01-11,,,,,,,,,,,,
마산성신대제,무형문화유적,,경상남도 창원시 마산회원구 양덕동 477,35.221952,128.5795821,2016-05-04,,,,,,,,,,,,
불모산영산재,무형문화유적,,경상남도 창원시 마산합포구 교방동 489,35.20893975,128.5519253,2016-12-15,,,,,,,,,,,,
신촌시장,5일장,경상남도 창원시 의창구 북면 천주로 1144-8,경상남도 창원시 의창구 북면 신촌리 593,35.351674,128.6087945,,,,,,,,,,,,,
가술시장,5일장,경상남도 창원시 의창구 대산면 가술길1번길 6-1,경상남도 창원시 의창구 대산면 가술리 385-1,35.334428,128.707212,,,,,,,,,,,,,
소계시장,상설장,경상남도 창원시 의창구 소계로 83-6(소계동),경상남도 창원시 의창구 소계동 724-4,35.256755,128.598981,,,,,,,,,,,,,
소계옛길시장,상설장,경상남도 창원시 의창구 소계로 93-5(소계동),경상남도 창원시 의창구 소계동 724-21,35.2572631,128.598512,,,,,,,,,,,,,
북동공설시장,상설장,경상남도 창원시 의창구 의안로 49번길 30(북동),경상남도 창원시 의창구 북동 249-1,35.266176,128.6206974,,,,,,,,,,,,,
소답시장,상설장,경상남도 창원시 의창구 읍성로 33번길 8(북동),경상남도 창원시 의창구 북동 235-1,35.26564079,128.621258,,,,,,,,,,,,,
대동중앙상가,상설장,경상남도 창원시 의창구 반계로 105(팔용동),경상남도 창원시 의창구 팔용동 124-2,35.25456071,128.6165942,,,,,,,,,,,,,
창원기계공구상가,상설장,경상남도 창원시 의창구 창원대로 400(팔용동),경상남도 창원시 의창구 팔용동 16-1,35.233768,128.641091,,,,,,,,,,,,,
명곡종합상가,상설장,경상남도 창원시 의창구 명서로 116번길 20(명서동),경상남도 창원시 의창구 명서동 75-16,35.248475,128.646216,,,,,,,,,,,,,
명서시장,상설장,경상남도 창원시 의창구 원이대로 189번길 37-3(명서동),경상남도 창원시 의창구 명서동 48-10,35.249441,128.6459754,,,,,,,,,,,,,
창원도계부부시장,상설장,경상남도 창원시 의창구 원이대로 69번길 20(도계동),경상남도 창원시 의창구 도계동 400-1,35.257211,128.637155,,,,,,,,,,,,,
봉곡프라자상가,상설장,경상남도 창원시 의창구 창이대로 205번길 5(봉곡동),경상남도 창원시 의창구 봉곡동 61-10,35.2454396,128.6595167,,,,,,,,,,,,,
봉곡시장,상설장,경상남도 창원시 의창구 봉곡로 111번길 12(봉곡동),경상남도 창원시 의창구 봉곡동 145-1,35.2470525,128.6717131,,,,,,,,,,,,,
지귀상가,상설장,경상남도 창원시 의창구 창이대로 197번길 10-6(봉곡동),경상남도 창원시 의창구 봉곡동 61-9,35.245337,128.659117,,,,,,,,,,,,,
지귀시장,상설장,경상남도 창원시 의창구 지귀로 119번길 6(봉곡동),경상남도 창원시 의창구 봉곡동 61-4,35.245681,128.658853,,,,,,,,,,,,,
롯데종합상가,상설장,경상남도 창원시 의창구 용지로 225(용호동),경상남도 창원시 의창구 용호동 63,35.23403608,128.685432,,,,,,,,,,,,,
토월복합상가시장,상설장,경상남도 창원시 의창구 신월로 42(신월동),경상남도 창원시 의창구 신월동 68-1,35.22803686,128.691934,,,,,,,,,,,,,
정우상가,상설장,경상남도 창원시 의창구 원이대로 587(용호동),경상남도 창원시 의창구 용호동 73-62,35.2284123,128.679498,,,,,,,,,,,,,
대동그린코아상가,상설장,경상남도 창원시 성산구 창원천로 288(반지동),경상남도 창원시 성산구 반지동 23,35.24527709,128.6697564,,,,,,,,,,,,,
반송시장,상설장,경상남도 창원시 성산구 원이대로473번길20-11(반림동),경상남도 창원시 성산구 반림동 17-13,35.23513312,128.6710511,,,,,,,,,,,,,
중앙시장,상설장,경상남도 창원시 성산구 외동반림로126번길 50(중앙동),경상남도 창원시 성산구 중앙동 69-1,35.227202,128.676097,,,,,,,,,,,,,
동성올림픽타운,상설장,경상남도 창원시 성산구 중앙대로 77(중앙동),경상남도 창원시 성산구 중앙동 97-2,35.222244,128.677731,,,,,,,,,,,,,
창원캔버라타운,상설장,경상남도 창원시 성산구 중앙대로61번길 4(중앙동),경상남도 창원시 성산구 중앙동 97-6,35.221228,128.676842,,,,,,,,,,,,,
덕산그린피아상가,상설장,경상남도 창원시 성산구 용지로 64(중앙동),경상남도 창원시 성산구 중앙동 98-6,35.221677,128.676041,,,,,,,,,,,,,
경창상가,상설장,경상남도 창원시 성산구 상남로 67(상남동),경상남도 창원시 성산구 상남동 73-5,35.22016645,128.6793279,,,,,,,,,,,,,
창원코아상가,상설장,경상남도 창원시 성산구 상남로 71(상남동),경상남도 창원시 성산구 상남동 73-4,35.220465,128.67954,,,,,,,,,,,,,
성원그랜드쇼핑상가,상설장,경상남도 창원시 성산구 동산로 124(상남동),경상남도 창원시 성산구 상남동 45-1,35.21937199,128.6915939,,,,,,,,,,,,,
상남시장,상설장,경상남도 창원시 성산구 마디미로 28(상남동),경상남도 창원시 성산구 상남동 16,35.2222154,128.6833809,,,,,,,,,,,,,
대방덕산1차상가,상설장,경상남도 창원시 성산구 대정로 131(대방동),경상남도 창원시 성산구 대방동 356,35.21362013,128.7068923,,,,,,,,,,,,,
대동훼미리코아상가,상설장,경상남도 창원시 성산구 대정로 138(대방동),경상남도 창원시 성산구 대방동 358,35.21174961,128.7076306,,,,,,,,,,,,,
성원3차상가,상설장,경상남도 창원시 성산구 대암로 80(대방동),경상남도 창원시 성산구 대방동 355,35.21500161,128.7053003,,,,,,,,,,,,,
사파동성종합상가,상설장,경상남도 창원시 성산구 창이대로 733(사파동),경상남도 창원시 성산구 사파동 93,35.21947581,128.7021872,,,,,,,,,,,,,
가음시장대상가,상설장,경상남도 창원시 성산구 원이대로883번길 15-24(가음동),경상남도 창원시 성산구 가음동 21-20,35.208048,128.6969942,,,,,,,,,,,,,
가음정시장,상설장,경상남도 창원시 성산구 원이대로863번길 24(가음정동),경상남도 창원시 성산구 가음동 21-3,35.20828305,128.6977984,,,,,,,,,,,,,
양곡종합상가,상설장,경상남도 창원시 성산구 신촌로 102(신촌동),경상남도 창원시 성산구 신촌동 33-2,35.200846,128.628347,,,,,,,,,,,,,
유신종합상가,상설장,경상남도 창원시 성산구 신촌로 21(신촌동),경상남도 창원시 성산구 신촌동 15-6,35.20756035,128.626798,,,,,,,,,,,,,
진동시장(정기),상설장,경상남도 창원시 마산합포구 진동면 진동시장길43-7,경상남도 창원시 마산합포구 진동면 진동리 237-11,35.113533,128.4879253,,,,,,,,,,,,,
진동전통시장,상설장,경상남도 창원시 마산합포구 진동면 진동시장길 62,경상남도 창원시 마산합포구 진동면 진동리 264-3,35.113311,128.487352,,,,,,,,,,,,,
대동씨코아상가시장,상설장,경상남도 창원시 마산합포구 월영동로8 (해운동),경상남도 창원시 마산합포구 해운동 37-4,35.179756,128.5624747,,,,,,,,,,,,,
신마산시장,상설장,경상남도 창원시 마산합포구 문화동15길13 (해운동),경상남도 창원시 마산합포구 해운동 64,35.18109545,128.561742,,,,,,,,,,,,,
월영대시장,상설장,경상남도 창원시 마산합포구 월영남1길13 (월영동),경상남도 창원시 마산합포구 해운동 14-15,35.179262,128.557772,,,,,,,,,,,,,
신마산반월시장,상설장,경상남도 창원시 마산합포구 반월남1길18-16 (반월동),경상남도 창원시 마산합포구 반월동 85-3,35.18966032,128.5611844,,,,,,,,,,,,,
정우새어시장,상설장,경상남도 창원시 마산합포구 어시장7길126(동성동),경상남도 창원시 마산합포구 동성동 313,35.204103,128.578735,,,,,,,,,,,,,
마산어시장,상설장,경상남도 창원시 마산합포구 복요리로7(동성동),경상남도 창원시 마산합포구 동성동 314,35.203758,128.578973,,,,,,,,,,,,,
부림시장,상설장,경상남도 창원시 마산합포구 3·15대로 352(부림동),경상남도 창원시 마산합포구 부림동 32-444,35.205765,128.573438,,,,,,,,,,,,,
부림상시장,상설장,경상남도 창원시 마산합포구 3·15대로 349(부림동),경상남도 창원시 마산합포구 부림동 83-244,35.20613101,128.5729106,,,,,,,,,,,,,
부림지하시장,상설장,경상남도 창원시 마산합포구 3·15대로 지하351(부림동),경상남도 창원시 마산합포구 부림동 112,35.20590315,128.572946,,,,,,,,,,,,,
수남상가,상설장,경상남도 창원시 마산합포구 동서북8길17(수성동),경상남도 창원시 마산합포구 수성동104,35.203921,128.574507,,,,,,,,,,,,,
창동통합상가,상설장,경상남도 창원시 마산합포구 창동거리길32(창동),경상남도 창원시 마산합포구 창동120-2,35.206101,128.574664,,,,,,,,,,,,,
마산수산시장,상설장,경상남도 창원시 마산합포구 수산1길 144(남성동),경상남도 창원시 마산합포구 남성동230-1,35.201628,128.578637,,,,,,,,,,,,,
북마산가구시장,상설장,경상남도 창원시 마산합포구 북성로3(창동),경상남도 창원시 마산합포구 창동8-1,35.207608,128.5735893,,,,,,,,,,,,,
북마산중앙시장,상설장,경상남도 창원시 마산합포구 상남시장로3(상남동),경상남도 창원시 마산합포구 상남동 40-1,35.21603474,128.5711733,,,,,,,,,,,,,
(주)기산프라자,상설장,경상남도 창원시 마산합포구 오동동14길29(오동동),경상남도 창원시 마산합포구 오동동18-61,35.205256,128.5808131,,,,,,,,,,,,,
오동동상인연합,상설장,경상남도 창원시 마산합포구 오동북19길15(오동동),경상남도 창원시 마산합포구 오동동153-16,35.207282,128.577546,,,,,,,,,,,,,
산호시장,상설장,경상남도 창원시 마산합포구 산호시장길18(산호동),경상남도 창원시 마산합포구 산호동 28-8,35.218326,128.5817173,,,,,,,,,,,,,
코오롱타운상가,상설장,경상남도 창원시 마산회원구 내서읍 호원로 361-2,경상남도 창원시 마산회원구 내서읍 호계리 10,35.26570638,128.525606,,,,,,,,,,,,,
서마산시장,상설장,경상남도 창원시 마산회원구 석전남16길 64(석전동),경상남도 창원시 마산회원구 석전동 155-1,35.229077,128.5691303,,,,,,,,,,,,,
역전통합시장,상설장,경상남도 창원시 마산회원구 석전동15길 23(석전동),경상남도 창원시 마산회원구 석전동 226-2,35.236135,128.579477,,,,,,,,,,,,,
석전시장,상설장,경상남도 창원시 마산회원구 석전동6길 32(석전동),경상남도 창원시 마산회원구 석전동 257-1,35.230406,128.574922,,,,,,,,,,,,,
마산역번개시장,상설장,경상남도 창원시 마산회원구 석전동17길 37(석전동),경상남도 창원시 마산회원구 석전동 227-1,35.236725,128.578757,,,,,,,,,,,,,
회성종합시장,상설장,경상남도 창원시 마산회원구 회성시장1길 16(회성동),경상남도 창원시 마산회원구 회성동 450-2,35.23292822,128.5594121,,,,,,,,,,,,,
양덕중앙시장,상설장,경상남도 창원시 마산회원구 양덕북10길 23(양덕동),경상남도 창원시 마산회원구 양덕동 15-1,35.23264865,128.584255,,,,,,,,,,,,,
경민인터빌상가,상설장,경상남도 창원시 마산회원구 양덕북12길 113(양덕동),경상남도 창원시 마산회원구 양덕동 15-27,35.23190465,128.583844,,,,,,,,,,,,,
합성옛길시장,상설장,경상남도 창원시 마산회원구 합성옛길 77(양덕동),경상남도 창원시 마산회원구 양덕동 7-1,35.235336,128.582032,,,,,,,,,,,,,
대현프리몰,상설장,경상남도 창원시 마산회원구 3·15대로 지하758(합성동),경상남도 창원시 마산회원구 합성동 586,35.23873221,128.5828254,,,,,,,,,,,,,
합성대로상가,상설장,경상남도 창원시 마산회원구 3·15대로 745(합성동),경상남도 창원시 마산회원구 합성동 85-14,35.2386799,128.5824423,,,,,,,,,,,,,
동마산시장,상설장,경상남도 창원시 마산회원구 합성남8길 76(합성동),경상남도 창원시 마산회원구 합성동 326-1,35.240034,128.587554,,,,,,,,,,,,,
합성동상가,상설장,경상남도 창원시 마산회원구 합성옛길 136(합성동),경상남도 창원시 마산회원구 합성동 125-3,35.237721,128.583482,,,,,,,,,,,,,
구암현대시장,상설장,경상남도 창원시 마산회원구 구암서2길 51(구암동),경상남도 창원시 마산회원구 구암동 18-1,35.24818522,128.5914587,,,,,,,,,,,,,
구암시장,상설장,경상남도 창원시 마산회원구 구암남14길 8(구암동),경상남도 창원시 마산회원구 구암동 88-2,35.249549,128.599645,,,,,,,,,,,,,
중앙시장,상설장,경상남도 창원시 진해구 벚꽃로 60번길 25(화천동),경상남도 창원시 진해구 화천동 60-1,35.15106924,128.6656432,,,,,,,,,,,,,
경화시장,5일장,경상남도 창원시 진해구 병암로45번길 14-13(경화동),경상남도 창원시 진해구 경화동 878,35.15835169,128.6911019,,,,,,,,,,,,,
중부시장,상설장,경상남도 창원시 진해구 중초로 20(경화동),경상남도 창원시 진해구 경화동 1164-1,35.15507067,128.6815617,,,,,,,,,,,,,
마천시장,5일장,경상남도 창원시 진해구 웅동로 57번가길 7,경상남도 창원시 진해구 마천동 134-6,35.12557462,128.782299,,,,,,,,,,,,,
웅천시장,5일장,경상남도 창원시 진해구 웅천중로 56번길 8(성내동),경상남도 창원시 진해구 성내동 327,35.1110406,128.7507694,,,,,,,,,,,,,
구 신아일보사 별관(舊新亞日報社別館),유형/등록문화재,중구 정동길33(정동 1-28),,,,,,,,,,,,,,,,
남대문로 한국전력 사옥(南大門路韓國電力社屋),유형/등록문화재,중구 남대문로 92(남대문로2가 5),,,,,,,,,,,,,,,,
미국공사관(美國公使館),유형/등록문화재,중구 덕수궁길 83(정동 10-1),,,,,,,,,,,,,,,,
서울시청 청사(서울市廳廳舍),유형/등록문화재,중구 세종대로 110(태평로1가 31),,,,,,,,,,,,,,,,
성공회 서울성당(聖公會서울聖堂),유형/등록문화재,중구 세종대로21길 15(정동 3),,,,,,,,,,,,,,,,
성제묘(聖宰廟),유형/등록문화재,중구 동호로 385-1(방산동 4-96),,,,,,,,,,,,,,,,
수표교(水標橋),유형/등록문화재,중구 동호로 261(장충동 2가 197-1),,,,,,,,,,,,,,,,
신당동 박정희대통령 가옥  (新堂洞朴正熙大統領家屋),유형/등록문화재,중구 다산로36가길 25(신당동 62-43),,,,,,,,,,,,,,,,
옛 제일은행 본점(舊弟一銀行本店),유형/등록문화재,중구 남대문로 42 (충무로1가 53-1),,,,,,,,,,,,,,,,
장충단비(奬忠壇碑),유형/등록문화재,중구 동호로 257-10(장충동 2가 197),,,,,,,,,,,,,,,,
정동 이화여고 심슨기념관(貞洞梨花女高심슨記念館),유형/등록문화재,중구 정동길 26(정동 32-1),,,,,,,,,,,,,,,,
태평로 구 국회의사당(太平路舊國會議事堂),유형/등록문화재,중구 세종대로 125(태평로 1가 60-1),,,,,,,,,,,,,,,,
덕수궁 미술관,전시장,중구 세종대로99(정동 5-1),,,,,,,,,,,,,,,,
안중근의사 기념관,기념관,중구 소월로 91(남대문로5가 471),,,,,,,,,,,,,,,,
영락교회 50주년 기념관 ,기념관,중구 수표로 33(저동2가 69)   ,,,,,,,,,,,,,,,,
농업박물관,박물관,중구 새문안로 16(충정로1가 75),,,,,,,,,,,,,,,,
동국대학교 박물관,박물관,서울시 중구 필동로1길 30(필동3가 26),,,,,,,,,,,,,,,,
샬트르성바오로수녀회 역사박물관 ,박물관,중구 명동길 74-2(명동2가 1-6) 샬트르성바오로수녀회,,,,,,,,,,,,,,,,
우리은행사박물관,박물관,서울시 중구 소공로 51(회현동 1가 203) 우리은행,,,,,,,,,,,,,,,,
종이나라박물관,박물관,서울시 중구 장충단로 116 종이나라빌딩 12층,,,,,,,,,,,,,,,,
지구촌민속교육박물관,박물관,서울시 중구 소파로 46(회현동 1가 100-177),,,,,,,,,,,,,,,,
초전섬유 퀼트박물관,박물관,중구 퇴계로 18길 66(남산동 1-20) 제일문화원 1층,,,,,,,,,,,,,,,,
한국금융사박물관,박물관,서울특별시 중구 세종대로 135-5(태평로 1가 62-12),,,,,,,,,,,,,,,,
화폐금융박물관,박물관,중구 남대문로 39(남대문로3가 110),,,,,,,,,,,,,,,,
DDP(동대문 디자인 플라자),전시장,서울시 중구 을지로 281,,,,,,,,,,,,,,,,
관광안내전시관,전시장,중구 청계천로 40 한국관광공사 지하1층,,,,,,,,,,,,,,,,
고당기념관,기념관,중구 수표로 48-2(저동 2가 4),,,,,,,,,,,,,,,,
다시 태어난 안중근 의사 기념관,기념관,,,,,,,,,,,,,,,,,
류관순 기념관,기념관,중구 정동길 26(정동 32),,,,,,,,,,,,,,,,
구 미국문화원(舊美國文化院),유형/등록문화재,중구  을지로 23(을지로1가 63),,,,,,,,,,,,,,,,
한국 현대 문학관,전시장,중구 동호로 268(장충동2가 189),,,,,,,,,,,,,,,,
광희문(光熙門),국보/사적,중구 퇴계로 344(광희동 2가 106105-32105-30),,,,,,,,,,,,,,,,
구 러시아공사관(舊러시아公使館),국보/사적,중구 정동길 21-18(정동 15-1번지)등,,,,,,,,,,,,,,,,
덕수궁(德壽宮),국보/사적,중구 정동길 21-18(정동 5-1),,,,,,,,,,,,,,,,
명동성당(明洞聖堂),국보/사적,중구 명동길 74(명동 2가 1-1),,,,,,,,,,,,,,,,
서울 역사(驛舍),국보/사적,중구 통일로1(봉래동 2가 122-28),,,,,,,,,,,,,,,,
서울성곽(城郭),국보/사적,중구 퇴계로56길 47(장충동 2가 4-5),,,,,,,,,,,,,,,,
숭례문(崇禮門),국보/사적,중구 세종대로40(남대문로 4가 29),,,,,,,,,,,,,,,,
약현성당(藥峴聖堂),국보/사적,중구 청파로447-1(중림동 149-2),,,,,,,,,,,,,,,,
광희시장 ,전통시장,중구 마장로1길 21(신당1동 777),,,,,,,,,,,,,,,,
