구역,지역,구분,2018,2019
부산광역시,서구,외부방문자 전년대비증감률(%),0,2
부산광역시,동구,현지인(a),2261392,13857358
부산광역시,동구,외지인(b),33016098,31445253
부산광역시,동구,외국인(c),502326,710093
부산광역시,동구,외부방문자(b+c),33518424,32155346
부산광역시,동구,전년외부방문자(b'+c'),0,33518424
부산광역시,동구,외부방문자 전년대비증감률(%),0,-4
부산광역시,영도구,현지인(a),3138611,18974571
부산광역시,영도구,외지인(b),14724927,16011296
부산광역시,영도구,외국인(c),338558,610680
부산광역시,영도구,외부방문자(b+c),15063485,16621976
부산광역시,영도구,전년외부방문자(b'+c'),0,15063485
부산광역시,영도구,외부방문자 전년대비증감률(%),0,10
부산광역시,부산진구,현지인(a),10261566,61286054
부산광역시,부산진구,외지인(b),71094488,72506812
부산광역시,부산진구,외국인(c),868729,1181909
부산광역시,부산진구,외부방문자(b+c),71963217,73688721
부산광역시,부산진구,전년외부방문자(b'+c'),0,71963217
부산광역시,부산진구,외부방문자 전년대비증감률(%),0,2
부산광역시,동래구,현지인(a),6662999,40918378
부산광역시,동래구,외지인(b),37635210,37555672
부산광역시,동래구,외국인(c),81504,102657
부산광역시,동래구,외부방문자(b+c),37716713,37658329
부산광역시,동래구,전년외부방문자(b'+c'),0,37716713
부산광역시,동래구,외부방문자 전년대비증감률(%),0,0
부산광역시,남구,현지인(a),7949305,48026020
부산광역시,남구,외지인(b),30387710,30712622
부산광역시,남구,외국인(c),258872,447475
부산광역시,남구,외부방문자(b+c),30646582,31160097
부산광역시,남구,전년외부방문자(b'+c'),0,30646582
부산광역시,남구,외부방문자 전년대비증감률(%),0,2
부산광역시,북구,현지인(a),6421065,43016435
부산광역시,북구,외지인(b),19572777,21484844
부산광역시,북구,외국인(c),39610,52109
부산광역시,북구,외부방문자(b+c),19612387,21536953
부산광역시,북구,전년외부방문자(b'+c'),0,19612387
부산광역시,북구,외부방문자 전년대비증감률(%),0,10
부산광역시,해운대구,현지인(a),12578594,77344256
부산광역시,해운대구,외지인(b),64294377,67203994
부산광역시,해운대구,외국인(c),1064935,1373356
부산광역시,해운대구,외부방문자(b+c),65359312,68577349
부산광역시,해운대구,전년외부방문자(b'+c'),0,65359312
부산광역시,해운대구,외부방문자 전년대비증감률(%),0,5
부산광역시,사하구,현지인(a),7389008,46324842
부산광역시,사하구,외지인(b),23248260,24125714
부산광역시,사하구,외국인(c),364074,586157
부산광역시,사하구,외부방문자(b+c),23612334,24711871
부산광역시,사하구,전년외부방문자(b'+c'),0,23612334
부산광역시,사하구,외부방문자 전년대비증감률(%),0,5
부산광역시,금정구,현지인(a),7129227,42260796
부산광역시,금정구,외지인(b),30656521,29714374
부산광역시,금정구,외국인(c),137391,179364
부산광역시,금정구,외부방문자(b+c),30793912,29893737
부산광역시,금정구,전년외부방문자(b'+c'),0,30793912
부산광역시,금정구,외부방문자 전년대비증감률(%),0,-3
부산광역시,강서구,현지인(a),2879936,19324312
부산광역시,강서구,외지인(b),32112535,33281101
부산광역시,강서구,외국인(c),864703,1126185
부산광역시,강서구,외부방문자(b+c),32977238,34407286
부산광역시,강서구,전년외부방문자(b'+c'),0,32977238
부산광역시,강서구,외부방문자 전년대비증감률(%),0,4
부산광역시,연제구,현지인(a),4381048,27034886
부산광역시,연제구,외지인(b),27314294,26421098
부산광역시,연제구,외국인(c),88130,127734
부산광역시,연제구,외부방문자(b+c),27402424,26548831
부산광역시,연제구,전년외부방문자(b'+c'),0,27402424
부산광역시,연제구,외부방문자 전년대비증감률(%),0,-3
부산광역시,수영구,현지인(a),4887214,28987868
부산광역시,수영구,외지인(b),34314350,34416788
부산광역시,수영구,외국인(c),175692,231486
부산광역시,수영구,외부방문자(b+c),34490042,34648274
부산광역시,수영구,전년외부방문자(b'+c'),0,34490042
부산광역시,수영구,외부방문자 전년대비증감률(%),0,0
부산광역시,사상구,현지인(a),5178008,30797116
부산광역시,사상구,외지인(b),33129159,29395695
부산광역시,사상구,외국인(c),157740,171697
부산광역시,사상구,외부방문자(b+c),33286899,29567392
부산광역시,사상구,전년외부방문자(b'+c'),0,33286899
부산광역시,사상구,외부방문자 전년대비증감률(%),0,-11
부산광역시,기장군,현지인(a),4115618,24436422
부산광역시,기장군,외지인(b),34420284,35265580
부산광역시,기장군,외국인(c),264807,434121
부산광역시,기장군,외부방문자(b+c),34685091,35699701
부산광역시,기장군,전년외부방문자(b'+c'),0,34685091
부산광역시,기장군,외부방문자 전년대비증감률(%),0,3
세종특별자치시,세종특별자치시,현지인(a),7155438,46609028
세종특별자치시,세종특별자치시,외지인(b),26215329,27456622
세종특별자치시,세종특별자치시,외국인(c),87731,114821
세종특별자치시,세종특별자치시,외부방문자(b+c),26303060,27571443
세종특별자치시,세종특별자치시,전년외부방문자(b'+c'),0,26303060
세종특별자치시,세종특별자치시,외부방문자 전년대비증감률(%),0,5
울산광역시,중구,현지인(a),6170888,37317886
울산광역시,중구,외지인(b),24768905,26810147
울산광역시,중구,외국인(c),35867,48613
울산광역시,중구,외부방문자(b+c),24804772,26858760
울산광역시,중구,전년외부방문자(b'+c'),0,24804772
울산광역시,중구,외부방문자 전년대비증감률(%),0,8
울산광역시,남구,현지인(a),10921872,64561486
울산광역시,남구,외지인(b),44527868,43157709
울산광역시,남구,외국인(c),271867,370782
울산광역시,남구,외부방문자(b+c),44799735,43528491
울산광역시,남구,전년외부방문자(b'+c'),0,44799735
울산광역시,남구,외부방문자 전년대비증감률(%),0,-3
울산광역시,동구,현지인(a),4860870,29090523
울산광역시,동구,외지인(b),11905397,12271147
울산광역시,동구,외국인(c),236424,356848
울산광역시,동구,외부방문자(b+c),12141821,12627995
울산광역시,동구,전년외부방문자(b'+c'),0,12141821
울산광역시,동구,외부방문자 전년대비증감률(%),0,4
울산광역시,북구,현지인(a),5052946,33293337
울산광역시,북구,외지인(b),20357474,22090590
울산광역시,북구,외국인(c),131243,270807
울산광역시,북구,외부방문자(b+c),20488716,22361397
울산광역시,북구,전년외부방문자(b'+c'),0,20488716
울산광역시,북구,외부방문자 전년대비증감률(%),0,9
울산광역시,울주군,현지인(a),6009916,37803154
울산광역시,울주군,외지인(b),28682976,29189230
울산광역시,울주군,외국인(c),249534,351440
울산광역시,울주군,외부방문자(b+c),28932510,29540670
울산광역시,울주군,전년외부방문자(b'+c'),0,28932510
울산광역시,울주군,외부방문자 전년대비증감률(%),0,2
인천광역시,중구,현지인(a),4440233,26753884
인천광역시,중구,외지인(b),55750030,66481303
인천광역시,중구,외국인(c),4677649,7041546
인천광역시,중구,외부방문자(b+c),60427679,73522849
인천광역시,중구,전년외부방문자(b'+c'),0,60427679
인천광역시,중구,외부방문자 전년대비증감률(%),0,22
인천광역시,동구,현지인(a),1459556,7840112
인천광역시,동구,외지인(b),8803924,9153291
인천광역시,동구,외국인(c),39069,52820
인천광역시,동구,외부방문자(b+c),8842994,9206111
인천광역시,동구,전년외부방문자(b'+c'),0,8842994
인천광역시,동구,외부방문자 전년대비증감률(%),0,4
인천광역시,남구,현지인(a),670106,0
인천광역시,남구,외지인(b),35426776,0
인천광역시,남구,외국인(c),125534,0
인천광역시,남구,외부방문자(b+c),35552310,0
인천광역시,남구,전년외부방문자(b'+c'),0,35552310
인천광역시,남구,외부방문자 전년대비증감률(%),0,-100
인천광역시,미추홀구,현지인(a),5251743,57996586
인천광역시,미추홀구,외지인(b),7229138,48415154
인천광역시,미추홀구,외국인(c),32783,185801
인천광역시,미추홀구,외부방문자(b+c),7261921,48600955
인천광역시,미추홀구,전년외부방문자(b'+c'),0,7261921
인천광역시,미추홀구,외부방문자 전년대비증감률(%),0,569
인천광역시,연수구,현지인(a),9804448,56594356
인천광역시,연수구,외지인(b),37733899,41423666
인천광역시,연수구,외국인(c),512341,590006
인천광역시,연수구,외부방문자(b+c),38246240,42013672
인천광역시,연수구,전년외부방문자(b'+c'),0,38246240
인천광역시,연수구,외부방문자 전년대비증감률(%),0,10
인천광역시,남동구,현지인(a),11754918,67933789
인천광역시,남동구,외지인(b),48557019,53820361
인천광역시,남동구,외국인(c),321499,474514
인천광역시,남동구,외부방문자(b+c),48878518,54294875
인천광역시,남동구,전년외부방문자(b'+c'),0,48878518
인천광역시,남동구,외부방문자 전년대비증감률(%),0,11
인천광역시,부평구,현지인(a),13109820,71750252
인천광역시,부평구,외지인(b),51548966,53344599
인천광역시,부평구,외국인(c),239403,234379
인천광역시,부평구,외부방문자(b+c),51788369,53578978
인천광역시,부평구,전년외부방문자(b'+c'),0,51788369
인천광역시,부평구,외부방문자 전년대비증감률(%),0,3
인천광역시,계양구,현지인(a),7171808,39510712
인천광역시,계양구,외지인(b),28139940,28668409
인천광역시,계양구,외국인(c),121926,148959
인천광역시,계양구,외부방문자(b+c),28261867,28817368
인천광역시,계양구,전년외부방문자(b'+c'),0,28261867
인천광역시,계양구,외부방문자 전년대비증감률(%),0,2
인천광역시,서구,현지인(a),14928490,88846272
인천광역시,서구,외지인(b),41231617,49594083
인천광역시,서구,외국인(c),261226,379433
인천광역시,서구,외부방문자(b+c),41492843,49973516
인천광역시,서구,전년외부방문자(b'+c'),0,41492843
인천광역시,서구,외부방문자 전년대비증감률(%),0,20
인천광역시,강화군,현지인(a),2309108,13460052
인천광역시,강화군,외지인(b),14054982,14958006
인천광역시,강화군,외국인(c),28791,56194
인천광역시,강화군,외부방문자(b+c),14083773,15014200
인천광역시,강화군,전년외부방문자(b'+c'),0,14083773
인천광역시,강화군,외부방문자 전년대비증감률(%),0,7
인천광역시,옹진군,현지인(a),454948,2684798
인천광역시,옹진군,외지인(b),4749276,5125774
인천광역시,옹진군,외국인(c),193319,436852
인천광역시,옹진군,외부방문자(b+c),4942595,5562626
인천광역시,옹진군,전년외부방문자(b'+c'),0,4942595
인천광역시,옹진군,외부방문자 전년대비증감률(%),0,13
전라남도,목포시,현지인(a),9248442,54444733
전라남도,목포시,외지인(b),22355070,23609856
전라남도,목포시,외국인(c),68942,99406
전라남도,목포시,외부방문자(b+c),22424013,23709261
전라남도,목포시,전년외부방문자(b'+c'),0,22424013
전라남도,목포시,외부방문자 전년대비증감률(%),0,6
전라남도,여수시,현지인(a),7271138,43666822
전라남도,여수시,외지인(b),22813280,23939430
전라남도,여수시,외국인(c),548301,809057
전라남도,여수시,외부방문자(b+c),23361581,24748486
전라남도,여수시,전년외부방문자(b'+c'),0,23361581
전라남도,여수시,외부방문자 전년대비증감률(%),0,6
전라남도,순천시,현지인(a),7925603,46748492
전라남도,순천시,외지인(b),22301990,22752034
전라남도,순천시,외국인(c),60784,76686
전라남도,순천시,외부방문자(b+c),22362774,22828719
전라남도,순천시,전년외부방문자(b'+c'),0,22362774
전라남도,순천시,외부방문자 전년대비증감률(%),0,2
전라남도,나주시,현지인(a),3132462,19911143
전라남도,나주시,외지인(b),13874329,14782526
전라남도,나주시,외국인(c),40392,63102
전라남도,나주시,외부방문자(b+c),13914721,14845628
전라남도,나주시,전년외부방문자(b'+c'),0,13914721
전라남도,나주시,외부방문자 전년대비증감률(%),0,7
전라남도,광양시,현지인(a),3654448,21772138
전라남도,광양시,외지인(b),12060538,12304044
전라남도,광양시,외국인(c),122336,183112
전라남도,광양시,외부방문자(b+c),12182874,12487155
전라남도,광양시,전년외부방문자(b'+c'),0,12182874
전라남도,광양시,외부방문자 전년대비증감률(%),0,2
전라남도,담양군,현지인(a),1174880,7195594
전라남도,담양군,외지인(b),13408444,13458774
전라남도,담양군,외국인(c),17498,25902
전라남도,담양군,외부방문자(b+c),13425942,13484676
전라남도,담양군,전년외부방문자(b'+c'),0,13425942
전라남도,담양군,외부방문자 전년대비증감률(%),0,0
전라남도,곡성군,현지인(a),681758,4224748
전라남도,곡성군,외지인(b),4895138,5172668
전라남도,곡성군,외국인(c),5571,8995
전라남도,곡성군,외부방문자(b+c),4900709,5181663
전라남도,곡성군,전년외부방문자(b'+c'),0,4900709
전라남도,곡성군,외부방문자 전년대비증감률(%),0,6
전라남도,구례군,현지인(a),662340,4043970
전라남도,구례군,외지인(b),5307351,5476114
전라남도,구례군,외국인(c),11530,13942
전라남도,구례군,외부방문자(b+c),5318881,5490056
전라남도,구례군,전년외부방문자(b'+c'),0,5318881
전라남도,구례군,외부방문자 전년대비증감률(%),0,3
전라남도,고흥군,현지인(a),1205673,7493958
전라남도,고흥군,외지인(b),5288812,5513014
전라남도,고흥군,외국인(c),21799,30349
전라남도,고흥군,외부방문자(b+c),5310611,5543364
전라남도,고흥군,전년외부방문자(b'+c'),0,5310611
전라남도,고흥군,외부방문자 전년대비증감률(%),0,4
전라남도,보성군,현지인(a),938326,5764322
전라남도,보성군,외지인(b),6232930,6576059
전라남도,보성군,외국인(c),16265,21656
전라남도,보성군,외부방문자(b+c),6249195,6597715
전라남도,보성군,전년외부방문자(b'+c'),0,6249195
전라남도,보성군,외부방문자 전년대비증감률(%),0,6
전라남도,화순군,현지인(a),1974872,11967910
전라남도,화순군,외지인(b),11108167,11632677
전라남도,화순군,외국인(c),15724,18434
전라남도,화순군,외부방문자(b+c),11123891,11651111
전라남도,화순군,전년외부방문자(b'+c'),0,11123891
전라남도,화순군,외부방문자 전년대비증감률(%),0,5
전라남도,장흥군,현지인(a),1222893,7557732
전라남도,장흥군,외지인(b),4616252,4712208
전라남도,장흥군,외국인(c),9435,11634
전라남도,장흥군,외부방문자(b+c),4625687,4723841
전라남도,장흥군,전년외부방문자(b'+c'),0,4625687
전라남도,장흥군,외부방문자 전년대비증감률(%),0,2
전라남도,강진군,현지인(a),1074787,6606880
전라남도,강진군,외지인(b),5352980,5392807
전라남도,강진군,외국인(c),9188,12721
전라남도,강진군,외부방문자(b+c),5362168,5405528
전라남도,강진군,전년외부방문자(b'+c'),0,5362168
전라남도,강진군,외부방문자 전년대비증감률(%),0,1
전라남도,해남군,현지인(a),1558764,9660525
전라남도,해남군,외지인(b),7453761,7829297
전라남도,해남군,외국인(c),48689,57779
전라남도,해남군,외부방문자(b+c),7502450,7887076
전라남도,해남군,전년외부방문자(b'+c'),0,7502450
전라남도,해남군,외부방문자 전년대비증감률(%),0,5
전라남도,영암군,현지인(a),1716600,10506492
전라남도,영암군,외지인(b),8842855,9244526
전라남도,영암군,외국인(c),72200,78113
전라남도,영암군,외부방문자(b+c),8915055,9322639
전라남도,영암군,전년외부방문자(b'+c'),0,8915055
전라남도,영암군,외부방문자 전년대비증감률(%),0,5
전라남도,무안군,현지인(a),1910209,11561980
전라남도,무안군,외지인(b),12418301,13373098
전라남도,무안군,외국인(c),38495,59234
전라남도,무안군,외부방문자(b+c),12456796,13432331
전라남도,무안군,전년외부방문자(b'+c'),0,12456796
전라남도,무안군,외부방문자 전년대비증감률(%),0,8
전라남도,함평군,현지인(a),612818,3799030
전라남도,함평군,외지인(b),5343051,5786848
전라남도,함평군,외국인(c),8990,11773
전라남도,함평군,외부방문자(b+c),5352041,5798621
전라남도,함평군,전년외부방문자(b'+c'),0,5352041
전라남도,함평군,외부방문자 전년대비증감률(%),0,8
전라남도,영광군,현지인(a),1498721,9315162
전라남도,영광군,외지인(b),6385250,6696200
전라남도,영광군,외국인(c),55747,70442
전라남도,영광군,외부방문자(b+c),6440996,6766642
전라남도,영광군,전년외부방문자(b'+c'),0,6440996
전라남도,영광군,외부방문자 전년대비증감률(%),0,5
전라남도,장성군,현지인(a),1021188,6642272
전라남도,장성군,외지인(b),8040207,8905323
전라남도,장성군,외국인(c),13723,20156
전라남도,장성군,외부방문자(b+c),8053930,8925479
전라남도,장성군,전년외부방문자(b'+c'),0,8053930
전라남도,장성군,외부방문자 전년대비증감률(%),0,11
전라남도,완도군,현지인(a),1501952,9139218
전라남도,완도군,외지인(b),5317294,5537612
전라남도,완도군,외국인(c),131006,166087
전라남도,완도군,외부방문자(b+c),5448300,5703699
전라남도,완도군,전년외부방문자(b'+c'),0,5448300
전라남도,완도군,외부방문자 전년대비증감률(%),0,5
전라남도,진도군,현지인(a),711396,4476318
전라남도,진도군,외지인(b),3377766,4021248
전라남도,진도군,외국인(c),102681,165370
전라남도,진도군,외부방문자(b+c),3480447,4186618
전라남도,진도군,전년외부방문자(b'+c'),0,3480447
전라남도,진도군,외부방문자 전년대비증감률(%),0,20
전라남도,신안군,현지인(a),610162,4067665
전라남도,신안군,외지인(b),4370502,5966226
전라남도,신안군,외국인(c),389760,570741
전라남도,신안군,외부방문자(b+c),4760262,6536967
전라남도,신안군,전년외부방문자(b'+c'),0,4760262
전라남도,신안군,외부방문자 전년대비증감률(%),0,37
전라북도,전주시 완산구,현지인(a),12083582,68586721
전라북도,전주시 완산구,외지인(b),41297403,39789351
전라북도,전주시 완산구,외국인(c),146220,193793
전라북도,전주시 완산구,외부방문자(b+c),41443623,39983144
전라북도,전주시 완산구,전년외부방문자(b'+c'),0,41443623
전라북도,전주시 완산구,외부방문자 전년대비증감률(%),0,-4
전라북도,전주시 덕진구,현지인(a),8906930,54085552
전라북도,전주시 덕진구,외지인(b),33287706,33741407
전라북도,전주시 덕진구,외국인(c),77678,95578
전라북도,전주시 덕진구,외부방문자(b+c),33365384,33836985
전라북도,전주시 덕진구,전년외부방문자(b'+c'),0,33365384
전라북도,전주시 덕진구,외부방문자 전년대비증감률(%),0,1
전라북도,군산시,현지인(a),10332850,61363214
전라북도,군산시,외지인(b),22728282,23651268
전라북도,군산시,외국인(c),209028,342279
전라북도,군산시,외부방문자(b+c),22937311,23993546
전라북도,군산시,전년외부방문자(b'+c'),0,22937311
전라북도,군산시,외부방문자 전년대비증감률(%),0,5
전라북도,익산시,현지인(a),10676449,61956482
전라북도,익산시,외지인(b),21528185,22542065
전라북도,익산시,외국인(c),73290,88611
전라북도,익산시,외부방문자(b+c),21601475,22630676
전라북도,익산시,전년외부방문자(b'+c'),0,21601475
전라북도,익산시,외부방문자 전년대비증감률(%),0,5
전라북도,정읍시,현지인(a),2977384,18254495
전라북도,정읍시,외지인(b),10284676,11600134
전라북도,정읍시,외국인(c),38244,54963
전라북도,정읍시,외부방문자(b+c),10322921,11655097
전라북도,정읍시,전년외부방문자(b'+c'),0,10322921
전라북도,정읍시,외부방문자 전년대비증감률(%),0,13
전라북도,남원시,현지인(a),2558794,15577772
전라북도,남원시,외지인(b),9371824,9638794
전라북도,남원시,외국인(c),23707,24382
전라북도,남원시,외부방문자(b+c),9395531,9663175
전라북도,남원시,전년외부방문자(b'+c'),0,9395531
전라북도,남원시,외부방문자 전년대비증감률(%),0,3
전라북도,김제시,현지인(a),2017491,12463182
전라북도,김제시,외지인(b),10095222,10475826
전라북도,김제시,외국인(c),24047,32507
전라북도,김제시,외부방문자(b+c),10119269,10508332
전라북도,김제시,전년외부방문자(b'+c'),0,10119269
전라북도,김제시,외부방문자 전년대비증감률(%),0,4
전라북도,완주군,현지인(a),1575315,9889128
전라북도,완주군,외지인(b),16344398,17442786
전라북도,완주군,외국인(c),44538,64065
전라북도,완주군,외부방문자(b+c),16388936,17506850
전라북도,완주군,전년외부방문자(b'+c'),0,16388936
전라북도,완주군,외부방문자 전년대비증감률(%),0,7
전라북도,진안군,현지인(a),367857,2570312
전라북도,진안군,외지인(b),4120599,4300240
전라북도,진안군,외국인(c),9405,13691
전라북도,진안군,외부방문자(b+c),4130004,4313931
전라북도,진안군,전년외부방문자(b'+c'),0,4130004
전라북도,진안군,외부방문자 전년대비증감률(%),0,4
전라북도,무주군,현지인(a),628187,4050434
전라북도,무주군,외지인(b),7915047,7704168
전라북도,무주군,외국인(c),22457,32429
전라북도,무주군,외부방문자(b+c),7937504,7736598
전라북도,무주군,전년외부방문자(b'+c'),0,7937504
전라북도,무주군,외부방문자 전년대비증감률(%),0,-3
전라북도,장수군,현지인(a),451742,2957896
전라북도,장수군,외지인(b),2740182,2809331
전라북도,장수군,외국인(c),3893,5862
전라북도,장수군,외부방문자(b+c),2744075,2815193
전라북도,장수군,전년외부방문자(b'+c'),0,2744075
전라북도,장수군,외부방문자 전년대비증감률(%),0,3
전라북도,임실군,현지인(a),415790,2754094
전라북도,임실군,외지인(b),4981442,6440147
전라북도,임실군,외국인(c),4430,8412
전라북도,임실군,외부방문자(b+c),4985871,6448559
전라북도,임실군,전년외부방문자(b'+c'),0,4985871
전라북도,임실군,외부방문자 전년대비증감률(%),0,29
전라북도,순창군,현지인(a),487336,3105984
전라북도,순창군,외지인(b),3947674,4196878
전라북도,순창군,외국인(c),4971,7223
전라북도,순창군,외부방문자(b+c),3952645,4204101
전라북도,순창군,전년외부방문자(b'+c'),0,3952645
전라북도,순창군,외부방문자 전년대비증감률(%),0,6
전라북도,고창군,현지인(a),1533214,9659594
전라북도,고창군,외지인(b),9181994,9600630
전라북도,고창군,외국인(c),31571,36080
전라북도,고창군,외부방문자(b+c),9213566,9636710
전라북도,고창군,전년외부방문자(b'+c'),0,9213566
전라북도,고창군,외부방문자 전년대비증감률(%),0,5
전라북도,부안군,현지인(a),1559092,9307196
전라북도,부안군,외지인(b),9306266,9304922
전라북도,부안군,외국인(c),27312,41864
전라북도,부안군,외부방문자(b+c),9333578,9346785
전라북도,부안군,전년외부방문자(b'+c'),0,9333578
전라북도,부안군,외부방문자 전년대비증감률(%),0,0
제주특별자치도,제주시,현지인(a),23435030,136944140
제주특별자치도,제주시,외지인(b),50375420,51420257
제주특별자치도,제주시,외국인(c),3376054,4822683
제주특별자치도,제주시,외부방문자(b+c),53751473,56242940
제주특별자치도,제주시,전년외부방문자(b'+c'),0,53751473
제주특별자치도,제주시,외부방문자 전년대비증감률(%),0,5
제주특별자치도,서귀포시,현지인(a),6471717,38938308
제주특별자치도,서귀포시,외지인(b),38905902,39598464
제주특별자치도,서귀포시,외국인(c),1677551,2366561
제주특별자치도,서귀포시,외부방문자(b+c),40583453,41965025
제주특별자치도,서귀포시,전년외부방문자(b'+c'),0,40583453
제주특별자치도,서귀포시,외부방문자 전년대비증감률(%),0,3
충청남도,천안시 동남구,현지인(a),7436037,43767048
충청남도,천안시 동남구,외지인(b),45157312,45702780
충청남도,천안시 동남구,외국인(c),145422,179544
충청남도,천안시 동남구,외부방문자(b+c),45302734,45882324
충청남도,천안시 동남구,전년외부방문자(b'+c'),0,45302734
충청남도,천안시 동남구,외부방문자 전년대비증감률(%),0,1
충청남도,천안시 서북구,현지인(a),7403102,46430548
충청남도,천안시 서북구,외지인(b),37540038,38271961
충청남도,천안시 서북구,외국인(c),170912,198430
충청남도,천안시 서북구,외부방문자(b+c),37710949,38470391
충청남도,천안시 서북구,전년외부방문자(b'+c'),0,37710949
충청남도,천안시 서북구,외부방문자 전년대비증감률(%),0,2
충청남도,공주시,현지인(a),2739166,16208507
충청남도,공주시,외지인(b),25486048,26713526
충청남도,공주시,외국인(c),50995,76181
충청남도,공주시,외부방문자(b+c),25537043,26789707
충청남도,공주시,전년외부방문자(b'+c'),0,25537043
충청남도,공주시,외부방문자 전년대비증감률(%),0,5
충청남도,보령시,현지인(a),3567372,21940768
충청남도,보령시,외지인(b),15018468,15764014
충청남도,보령시,외국인(c),68864,133799
충청남도,보령시,외부방문자(b+c),15087332,15897813
충청남도,보령시,전년외부방문자(b'+c'),0,15087332
충청남도,보령시,외부방문자 전년대비증감률(%),0,5
충청남도,아산시,현지인(a),8527344,51485056
충청남도,아산시,외지인(b),31056837,31481982
충청남도,아산시,외국인(c),158001,205563
충청남도,아산시,외부방문자(b+c),31214838,31687545
충청남도,아산시,전년외부방문자(b'+c'),0,31214838
충청남도,아산시,외부방문자 전년대비증감률(%),0,2
충청남도,서산시,현지인(a),5501727,33981720
충청남도,서산시,외지인(b),17180989,18163078
충청남도,서산시,외국인(c),101383,135439
충청남도,서산시,외부방문자(b+c),17282372,18298518
충청남도,서산시,전년외부방문자(b'+c'),0,17282372
충청남도,서산시,외부방문자 전년대비증감률(%),0,6
충청남도,논산시,현지인(a),3617096,22498945
충청남도,논산시,외지인(b),13983186,15101695
충청남도,논산시,외국인(c),43451,64782
충청남도,논산시,외부방문자(b+c),14026637,15166477
충청남도,논산시,전년외부방문자(b'+c'),0,14026637
충청남도,논산시,외부방문자 전년대비증감률(%),0,8
충청남도,계룡시,현지인(a),1251565,7790335
충청남도,계룡시,외지인(b),4371388,4756000
충청남도,계룡시,외국인(c),6534,9335
충청남도,계룡시,외부방문자(b+c),4377922,4765335
충청남도,계룡시,전년외부방문자(b'+c'),0,4377922
충청남도,계룡시,외부방문자 전년대비증감률(%),0,9
충청남도,당진시,현지인(a),5261602,31408902
충청남도,당진시,외지인(b),16307652,18560668
충청남도,당진시,외국인(c),139083,190025
충청남도,당진시,외부방문자(b+c),16446734,18750693
충청남도,당진시,전년외부방문자(b'+c'),0,16446734
충청남도,당진시,외부방문자 전년대비증감률(%),0,14
충청남도,금산군,현지인(a),1804450,11103564
충청남도,금산군,외지인(b),9665246,10072730
충청남도,금산군,외국인(c),30990,44960
충청남도,금산군,외부방문자(b+c),9696237,10117690
충청남도,금산군,전년외부방문자(b'+c'),0,9696237
충청남도,금산군,외부방문자 전년대비증감률(%),0,4
충청남도,부여군,현지인(a),2531298,15630906
충청남도,부여군,외지인(b),10074592,10653419
충청남도,부여군,외국인(c),24833,35181
충청남도,부여군,외부방문자(b+c),10099426,10688600
충청남도,부여군,전년외부방문자(b'+c'),0,10099426
충청남도,부여군,외부방문자 전년대비증감률(%),0,6
충청남도,서천군,현지인(a),1803672,11225890
충청남도,서천군,외지인(b),8256532,9153644
충청남도,서천군,외국인(c),18561,31532
충청남도,서천군,외부방문자(b+c),8275092,9185177
충청남도,서천군,전년외부방문자(b'+c'),0,8275092
충청남도,서천군,외부방문자 전년대비증감률(%),0,11
충청남도,청양군,현지인(a),821674,5186986
충청남도,청양군,외지인(b),4489541,4618201
충청남도,청양군,외국인(c),5871,8215
충청남도,청양군,외부방문자(b+c),4495412,4626416
충청남도,청양군,전년외부방문자(b'+c'),0,4495412
충청남도,청양군,외부방문자 전년대비증감률(%),0,3
충청남도,홍성군,현지인(a),2954872,17730478
충청남도,홍성군,외지인(b),11360818,11889272
충청남도,홍성군,외국인(c),24496,30061
충청남도,홍성군,외부방문자(b+c),11385314,11919333
충청남도,홍성군,전년외부방문자(b'+c'),0,11385314
충청남도,홍성군,외부방문자 전년대비증감률(%),0,5
충청남도,예산군,현지인(a),2592972,16163214
충청남도,예산군,외지인(b),11831904,14081540
충청남도,예산군,외국인(c),25646,34965
충청남도,예산군,외부방문자(b+c),11857550,14116505
충청남도,예산군,전년외부방문자(b'+c'),0,11857550
충청남도,예산군,외부방문자 전년대비증감률(%),0,19
충청남도,태안군,현지인(a),2626057,16381410
충청남도,태안군,외지인(b),13695784,14734304
충청남도,태안군,외국인(c),258965,519463
충청남도,태안군,외부방문자(b+c),13954748,15253767
충청남도,태안군,전년외부방문자(b'+c'),0,13954748
충청남도,태안군,외부방문자 전년대비증감률(%),0,9
충청북도,청주시 상당구,현지인(a),4810480,29428035
충청북도,청주시 상당구,외지인(b),29459790,29983216
충청북도,청주시 상당구,외국인(c),37201,47427
충청북도,청주시 상당구,외부방문자(b+c),29496991,30030642
충청북도,청주시 상당구,전년외부방문자(b'+c'),0,29496991
충청북도,청주시 상당구,외부방문자 전년대비증감률(%),0,2
충청북도,청주시 서원구,현지인(a),5805202,34466446
충청북도,청주시 서원구,외지인(b),31024294,31023629
충청북도,청주시 서원구,외국인(c),46067,60218
충청북도,청주시 서원구,외부방문자(b+c),31070361,31083847
충청북도,청주시 서원구,전년외부방문자(b'+c'),0,31070361
충청북도,청주시 서원구,외부방문자 전년대비증감률(%),0,0
충청북도,청주시 흥덕구,현지인(a),6488906,40284184
충청북도,청주시 흥덕구,외지인(b),33420163,33637226
충청북도,청주시 흥덕구,외국인(c),114246,139989
충청북도,청주시 흥덕구,외부방문자(b+c),33534409,33777215
충청북도,청주시 흥덕구,전년외부방문자(b'+c'),0,33534409
